lang,mic,isin,name,symbol,nominal_ammount,nominal_currency_id_formatted,maturity_date,maturity_date_formatted,interest_rate_percentage,last_price,last_trade_time,last_trade_time_formatted,last_trade_time_to_local_formatted,weight_percentage,quantity,change_prev_close_percentage,free_float_factor,weighting_factor,free_float_market_cap,download_date
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"35,20",2026-01-05T15:51:29+01:00,15:51:29,05.01.2026. 14:51:29,"1,60&nbsp;%","5.128.721,00","+0,57&nbsp;%","0,35","1,00000000","63.185.842,72",2026-01-05
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"44,60",2026-01-05T17:00:10+01:00,17:00:10,05.01.2026. 16:00:10,"6,76&nbsp;%","13.337.200,00","-4,70&nbsp;%","0,45","1,00000000","267.677.604,00",2026-01-05
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"58,50",2026-01-05T13:18:28+01:00,13:18:28,05.01.2026. 12:18:28,"0,08&nbsp;%","101.532,00","-9,30&nbsp;%","0,50","1,00000000","2.969.811,00",2026-01-05
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,74",2026-01-05T16:44:08+01:00,16:44:08,05.01.2026. 15:44:08,"2,28&nbsp;%","41.247.193,00","+0,92&nbsp;%","0,25","1,00000000","90.125.116,71",2026-01-05
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"191,50",2026-01-05T16:47:46+01:00,16:47:46,05.01.2026. 15:47:46,"3,22&nbsp;%","1.331.650,00","+2,41&nbsp;%","0,50","1,00000000","127.505.487,50",2026-01-05
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"290,00",2026-01-05T16:54:32+01:00,16:54:32,05.01.2026. 15:54:32,"4,45&nbsp;%","2.024.625,00","-7,05&nbsp;%","0,30","1,00000000","176.142.375,00",2026-01-05
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,60",2026-01-05T16:37:29+01:00,16:37:29,05.01.2026. 15:37:29,"10,06&nbsp;%","78.000.000,00","+0,24&nbsp;%","0,40","0,30681725","398.224.245,12",2026-01-05
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,00",2026-01-05T14:33:24+01:00,14:33:24,05.01.2026. 13:33:24,"1,98&nbsp;%","3.990.000,00","-0,36&nbsp;%","0,35","1,00000000","78.204.000,00",2026-01-05
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,06",2026-01-05T15:52:54+01:00,15:52:54,05.01.2026. 14:52:54,"0,60&nbsp;%","13.545.200,00","-5,50&nbsp;%","0,85","1,00000000","23.717.645,20",2026-01-05
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.750,00",2026-01-05T16:41:44+01:00,16:41:44,05.01.2026. 15:41:44,"9,96&nbsp;%","388.376,00","-0,27&nbsp;%","0,35","0,77352819","394.300.966,92",2026-01-05
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"710,00",2026-01-05T17:00:06+01:00,17:00:06,05.01.2026. 16:00:06,"10,31&nbsp;%","2.572.119,00","0,00&nbsp;%","1,00","0,22341119","407.994.518,29",2026-01-05
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"346,00",2025-12-30T16:09:38+01:00,30.12.2025. 16:09:38,30.12.2025. 15:09:38,"3,07&nbsp;%","2.197.772,00",-,"0,16","1,00000000","121.668.657,92",2026-01-05
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"154,50",2026-01-05T15:59:54+01:00,15:59:54,05.01.2026. 14:59:54,"9,96&nbsp;%","7.120.003,00","+0,32&nbsp;%","0,80","0,44779842","394.077.105,19",2026-01-05
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,42",2026-01-05T15:49:25+01:00,15:49:25,05.01.2026. 14:49:25,"9,72&nbsp;%","126.027.542,00","-1,23&nbsp;%","0,55","0,86419615","384.570.096,08",2026-01-05
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,40",2026-01-05T15:23:00+01:00,15:23:00,05.01.2026. 14:23:00,"2,27&nbsp;%","1.960.000,00","+1,24&nbsp;%","0,70","1,00000000","89.728.800,00",2026-01-05
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,56",2026-01-05T17:00:01+01:00,17:00:01,05.01.2026. 16:00:01,"0,21&nbsp;%","16.813.247,00","+0,56&nbsp;%","0,14","1,00000000","8.379.722,30",2026-01-05
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2026-01-05T16:10:31+01:00,16:10:31,05.01.2026. 15:10:31,"7,77&nbsp;%","320.241.955,00","+0,42&nbsp;%","0,04","1,00000000","307.432.276,80",2026-01-05
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,00",2026-01-05T16:37:13+01:00,16:37:13,05.01.2026. 15:37:13,"3,69&nbsp;%","25.607.675,00","0,00&nbsp;%","0,30","1,00000000","145.963.747,50",2026-01-05
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,85",2026-01-05T16:22:36+01:00,05.01.2026. 16:22:36,05.01.2026. 15:22:36,"1,47&nbsp;%","4.199.584,00","-2,70&nbsp;%","0,70","1,00000000","58.353.219,68",2026-01-06
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"81,40",2026-01-05T16:54:55+01:00,05.01.2026. 16:54:55,05.01.2026. 15:54:55,"10,56&nbsp;%","6.784.100,00","-0,97&nbsp;%","0,95","0,79666887","417.944.003,46",2026-01-06
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"35,20",2026-01-05T15:51:29+01:00,05.01.2026. 15:51:29,05.01.2026. 14:51:29,"1,60&nbsp;%","5.128.721,00","+0,57&nbsp;%","0,35","1,00000000","63.185.842,72",2026-01-06
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"44,60",2026-01-05T17:00:10+01:00,05.01.2026. 17:00:10,05.01.2026. 16:00:10,"6,76&nbsp;%","13.337.200,00","-4,70&nbsp;%","0,45","1,00000000","267.677.604,00",2026-01-06
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"58,50",2026-01-05T13:18:28+01:00,05.01.2026. 13:18:28,05.01.2026. 12:18:28,"0,08&nbsp;%","101.532,00","-9,30&nbsp;%","0,50","1,00000000","2.969.811,00",2026-01-06
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,74",2026-01-05T16:44:08+01:00,05.01.2026. 16:44:08,05.01.2026. 15:44:08,"2,28&nbsp;%","41.247.193,00","+0,92&nbsp;%","0,25","1,00000000","90.125.116,71",2026-01-06
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"191,50",2026-01-05T16:47:46+01:00,05.01.2026. 16:47:46,05.01.2026. 15:47:46,"3,22&nbsp;%","1.331.650,00","+2,41&nbsp;%","0,50","1,00000000","127.505.487,50",2026-01-06
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"290,00",2026-01-05T16:54:32+01:00,05.01.2026. 16:54:32,05.01.2026. 15:54:32,"4,45&nbsp;%","2.024.625,00","-7,05&nbsp;%","0,30","1,00000000","176.142.375,00",2026-01-06
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,60",2026-01-05T16:37:29+01:00,05.01.2026. 16:37:29,05.01.2026. 15:37:29,"10,06&nbsp;%","78.000.000,00","+0,24&nbsp;%","0,40","0,30681725","398.224.245,12",2026-01-06
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,00",2026-01-05T14:33:24+01:00,05.01.2026. 14:33:24,05.01.2026. 13:33:24,"1,98&nbsp;%","3.990.000,00","-0,36&nbsp;%","0,35","1,00000000","78.204.000,00",2026-01-06
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,06",2026-01-05T15:52:54+01:00,05.01.2026. 15:52:54,05.01.2026. 14:52:54,"0,60&nbsp;%","13.545.200,00","-5,50&nbsp;%","0,85","1,00000000","23.717.645,20",2026-01-06
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.750,00",2026-01-05T16:41:44+01:00,05.01.2026. 16:41:44,05.01.2026. 15:41:44,"9,96&nbsp;%","388.376,00","-0,27&nbsp;%","0,35","0,77352819","394.300.966,92",2026-01-06
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"710,00",2026-01-05T17:00:06+01:00,05.01.2026. 17:00:06,05.01.2026. 16:00:06,"10,31&nbsp;%","2.572.119,00","0,00&nbsp;%","1,00","0,22341119","407.994.518,29",2026-01-06
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"346,00",2025-12-30T16:09:38+01:00,30.12.2025. 16:09:38,30.12.2025. 15:09:38,"3,07&nbsp;%","2.197.772,00",-,"0,16","1,00000000","121.668.657,92",2026-01-06
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"154,50",2026-01-05T15:59:54+01:00,05.01.2026. 15:59:54,05.01.2026. 14:59:54,"9,96&nbsp;%","7.120.003,00","+0,32&nbsp;%","0,80","0,44779842","394.077.105,19",2026-01-06
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,42",2026-01-05T15:49:25+01:00,05.01.2026. 15:49:25,05.01.2026. 14:49:25,"9,72&nbsp;%","126.027.542,00","-1,23&nbsp;%","0,55","0,86419615","384.570.096,08",2026-01-06
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,40",2026-01-05T15:23:00+01:00,05.01.2026. 15:23:00,05.01.2026. 14:23:00,"2,27&nbsp;%","1.960.000,00","+1,24&nbsp;%","0,70","1,00000000","89.728.800,00",2026-01-06
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,56",2026-01-05T17:00:01+01:00,05.01.2026. 17:00:01,05.01.2026. 16:00:01,"0,21&nbsp;%","16.813.247,00","+0,56&nbsp;%","0,14","1,00000000","8.379.722,30",2026-01-06
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2026-01-05T16:10:31+01:00,05.01.2026. 16:10:31,05.01.2026. 15:10:31,"7,77&nbsp;%","320.241.955,00","+0,42&nbsp;%","0,04","1,00000000","307.432.276,80",2026-01-06
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,00",2026-01-05T16:37:13+01:00,05.01.2026. 16:37:13,05.01.2026. 15:37:13,"3,69&nbsp;%","25.607.675,00","0,00&nbsp;%","0,30","1,00000000","145.963.747,50",2026-01-06
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,65",2026-01-07T17:00:08+01:00,17:00:08,07.01.2026. 16:00:08,"1,45&nbsp;%","4.199.584,00","-1,01&nbsp;%","0,70","1,00000000","57.765.277,92",2026-01-07
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"81,60",2026-01-07T15:28:57+01:00,15:28:57,07.01.2026. 14:28:57,"10,54&nbsp;%","6.784.100,00","+0,25&nbsp;%","0,95","0,79666887","418.970.892,90",2026-01-07
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"35,40",2026-01-07T16:50:28+01:00,16:50:28,07.01.2026. 15:50:28,"1,60&nbsp;%","5.128.721,00","+0,57&nbsp;%","0,35","1,00000000","63.544.853,19",2026-01-07
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"45,80",2026-01-07T15:14:50+01:00,15:14:50,07.01.2026. 14:14:50,"6,92&nbsp;%","13.337.200,00","+2,69&nbsp;%","0,45","1,00000000","274.879.692,00",2026-01-07
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"59,00",2026-01-07T11:19:57+01:00,11:19:57,07.01.2026. 10:19:57,"0,08&nbsp;%","101.532,00","+0,85&nbsp;%","0,50","1,00000000","2.995.194,00",2026-01-07
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"8,90",2026-01-07T16:48:20+01:00,16:48:20,07.01.2026. 15:48:20,"2,31&nbsp;%","41.247.193,00","+1,83&nbsp;%","0,25","1,00000000","91.775.004,43",2026-01-07
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"191,50",2026-01-07T15:01:21+01:00,15:01:21,07.01.2026. 14:01:21,"3,21&nbsp;%","1.331.650,00","0,00&nbsp;%","0,50","1,00000000","127.505.487,50",2026-01-07
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"292,00",2026-01-07T15:50:38+01:00,15:50:38,07.01.2026. 14:50:38,"4,46&nbsp;%","2.024.625,00","+0,69&nbsp;%","0,30","1,00000000","177.357.150,00",2026-01-07
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,50",2026-01-07T14:25:06+01:00,14:25:06,07.01.2026. 13:25:06,"10,00&nbsp;%","78.000.000,00","-0,24&nbsp;%","0,40","0,30681725","397.266.975,30",2026-01-07
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,40",2026-01-07T13:37:43+01:00,13:37:43,07.01.2026. 12:37:43,"1,98&nbsp;%","3.990.000,00","+0,71&nbsp;%","0,35","1,00000000","78.762.600,00",2026-01-07
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,04",2026-01-07T17:00:05+01:00,17:00:05,07.01.2026. 16:00:05,"0,59&nbsp;%","13.545.200,00","-0,97&nbsp;%","0,85","1,00000000","23.487.376,80",2026-01-07
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.760,00",2026-01-07T16:21:43+01:00,16:21:43,07.01.2026. 15:21:43,"9,95&nbsp;%","388.376,00","+0,27&nbsp;%","0,35","0,77352819","395.352.436,16",2026-01-07
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"714,00",2026-01-07T17:00:14+01:00,17:00:14,07.01.2026. 16:00:14,"10,32&nbsp;%","2.572.119,00","+0,56&nbsp;%","1,00","0,22341119","410.293.078,96",2026-01-07
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"344,00",2026-01-07T15:10:51+01:00,15:10:51,07.01.2026. 14:10:51,"3,04&nbsp;%","2.197.772,00","-0,58&nbsp;%","0,16","1,00000000","120.965.370,88",2026-01-07
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"156,00",2026-01-07T12:48:50+01:00,12:48:50,07.01.2026. 11:48:50,"10,01&nbsp;%","7.120.003,00","+0,97&nbsp;%","0,80","0,44779842","397.903.096,51",2026-01-07
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,40",2026-01-07T17:00:09+01:00,17:00:09,07.01.2026. 16:00:09,"9,65&nbsp;%","126.027.542,00","-0,31&nbsp;%","0,55","0,86419615","383.372.058,40",2026-01-07
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,00",2026-01-07T16:19:47+01:00,16:19:47,07.01.2026. 15:19:47,"2,24&nbsp;%","1.960.000,00","-0,61&nbsp;%","0,70","1,00000000","89.180.000,00",2026-01-07
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,56",2026-01-07T16:14:25+01:00,16:14:25,07.01.2026. 15:14:25,"0,21&nbsp;%","16.813.247,00","0,00&nbsp;%","0,14","1,00000000","8.379.722,30",2026-01-07
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"24,00",2026-01-07T16:05:35+01:00,16:05:35,07.01.2026. 15:05:35,"7,74&nbsp;%","320.241.955,00","0,00&nbsp;%","0,04","1,00000000","307.432.276,80",2026-01-07
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,10",2026-01-07T13:51:42+01:00,13:51:42,07.01.2026. 12:51:42,"3,69&nbsp;%","25.607.675,00","+0,53&nbsp;%","0,30","1,00000000","146.731.977,75",2026-01-07
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,80",2026-01-08T16:14:12+01:00,16:14:12,08.01.2026. 15:14:12,"1,46&nbsp;%","4.199.584,00","+0,76&nbsp;%","0,70","1,00000000","58.206.234,24",2026-01-08
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"81,60",2026-01-08T16:46:48+01:00,16:46:48,08.01.2026. 15:46:48,"10,48&nbsp;%","6.784.100,00","0,00&nbsp;%","0,95","0,79666887","418.970.892,90",2026-01-08
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"36,00",2026-01-08T16:39:24+01:00,16:39:24,08.01.2026. 15:39:24,"1,62&nbsp;%","5.128.721,00","+1,69&nbsp;%","0,35","1,00000000","64.621.884,60",2026-01-08
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"47,20",2026-01-08T16:49:21+01:00,16:49:21,08.01.2026. 15:49:21,"7,09&nbsp;%","13.337.200,00","+3,06&nbsp;%","0,45","1,00000000","283.282.128,00",2026-01-08
hr,0,HRDDJHRA0007,DURO DAKOVIC GRUPA d.d.,DDJH,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"58,00",2026-01-08T16:27:58+01:00,16:27:58,08.01.2026. 15:27:58,"0,07&nbsp;%","101.532,00","-1,69&nbsp;%","0,50","1,00000000","2.944.428,00",2026-01-08
hr,0,HRDLKVRA0006,Dalekovod d.d.,DLKV,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"9,00",2026-01-08T16:46:08+01:00,16:46:08,08.01.2026. 15:46:08,"2,32&nbsp;%","41.247.193,00","+1,12&nbsp;%","0,25","1,00000000","92.806.184,25",2026-01-08
hr,0,HRERNTRA0000,ERICSSON NIKOLA TESLA d.d.,ERNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"193,50",2026-01-08T16:53:59+01:00,16:53:59,08.01.2026. 15:53:59,"3,22&nbsp;%","1.331.650,00","+1,04&nbsp;%","0,50","1,00000000","128.837.137,50",2026-01-08
hr,0,HRHPB0RA0002,HPB d.d.,HPB,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"292,00",2026-01-08T14:55:56+01:00,14:55:56,08.01.2026. 13:55:56,"4,44&nbsp;%","2.024.625,00","0,00&nbsp;%","0,30","1,00000000","177.357.150,00",2026-01-08
hr,0,HRHT00RA0005,HT d.d.,HT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"41,90",2026-01-08T17:00:14+01:00,17:00:14,08.01.2026. 16:00:14,"10,03&nbsp;%","78.000.000,00","+0,96&nbsp;%","0,40","0,30681725","401.096.054,58",2026-01-08
hr,0,HRIG00RA0009,ING-GRAD d.d.,IG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"56,40",2026-01-08T12:07:58+01:00,12:07:58,08.01.2026. 11:07:58,"1,97&nbsp;%","3.990.000,00","0,00&nbsp;%","0,35","1,00000000","78.762.600,00",2026-01-08
hr,0,HRINGRRA0001,INGRA d.d.,INGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"2,04",2026-01-07T17:00:05+01:00,07.01.2026. 17:00:05,07.01.2026. 16:00:05,"0,59&nbsp;%","13.545.200,00",-,"0,85","1,00000000","23.487.376,80",2026-01-08
hr,0,HRKODTRA0007,KONCAR - DISTRIBUTIVNI I SPECIJALNI TRANSFORMATORI d.d.,KODT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3.780,00",2026-01-08T16:52:46+01:00,16:52:46,08.01.2026. 15:52:46,"9,94&nbsp;%","388.376,00","+0,53&nbsp;%","0,35","0,77352819","397.455.374,65",2026-01-08
hr,0,HRKOEIRA0009,KONCAR d.d.,KOEI,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"720,00",2026-01-08T17:00:00+01:00,17:00:00,08.01.2026. 16:00:00,"10,35&nbsp;%","2.572.119,00","+0,84&nbsp;%","1,00","0,22341119","413.740.919,96",2026-01-08
hr,0,HRPLAGRA0003,PLAVA LAGUNA d.d.,PLAG,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"346,00",2026-01-08T16:42:23+01:00,16:42:23,08.01.2026. 15:42:23,"3,04&nbsp;%","2.197.772,00","+0,58&nbsp;%","0,16","1,00000000","121.668.657,92",2026-01-08
hr,0,HRPODRRA0004,PODRAVKA d.d.,PODR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"156,50",2026-01-08T16:15:42+01:00,16:15:42,08.01.2026. 15:15:42,"9,99&nbsp;%","7.120.003,00","+0,32&nbsp;%","0,80","0,44779842","399.178.426,94",2026-01-08
hr,0,HRRIVPRA0000,Valamar Riviera d.d.,RIVP,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"6,44",2026-01-08T16:25:39+01:00,16:25:39,08.01.2026. 15:25:39,"9,65&nbsp;%","126.027.542,00","+0,63&nbsp;%","0,55","0,86419615","385.768.133,76",2026-01-08
hr,0,HRSPANRA0007,SPAN d.d.,SPAN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"65,20",2026-01-08T12:44:22+01:00,12:44:22,08.01.2026. 11:44:22,"2,24&nbsp;%","1.960.000,00","+0,31&nbsp;%","0,70","1,00000000","89.454.400,00",2026-01-08
hr,0,HRVLENRB0001,BRODOGRADILISTE VIKTOR LENAC d.d.,VLEN,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"3,68",2026-01-08T15:11:22+01:00,15:11:22,08.01.2026. 14:11:22,"0,22&nbsp;%","16.813.247,00","+3,37&nbsp;%","0,14","1,00000000","8.662.184,85",2026-01-08
hr,0,HRZABARA0009,Zagrebacka banka d.d.,ZABA,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"23,90",2026-01-08T16:45:06+01:00,16:45:06,08.01.2026. 15:45:06,"7,66&nbsp;%","320.241.955,00","-0,42&nbsp;%","0,04","1,00000000","306.151.308,98",2026-01-08
hr,0,HRZTOSRB0002,ZITO d.d.,ZITO,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"18,90",2026-01-08T16:52:32+01:00,16:52:32,08.01.2026. 15:52:32,"3,63&nbsp;%","25.607.675,00","-1,05&nbsp;%","0,30","1,00000000","145.195.517,25",2026-01-08
hr,0,HRADPLRA0006,AD PLASTIK d.d.,ADPL,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"19,85",2026-01-09T15:40:57+01:00,15:40:57,09.01.2026. 14:40:57,"1,46&nbsp;%","4.199.584,00","+0,25&nbsp;%","0,70","1,00000000","58.353.219,68",2026-01-09
hr,0,HRADRSPA0009,ADRIS GRUPA d.d.,ADRS2,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"81,80",2026-01-09T16:29:13+01:00,16:29:13,09.01.2026. 15:29:13,"10,49&nbsp;%","6.784.100,00","+0,25&nbsp;%","0,95","0,79666887","419.997.782,34",2026-01-09
hr,0,HRARNTRA0004,Arena Hospitality Group d.d.,ARNT,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"36,00",2026-01-08T16:39:24+01:00,08.01.2026. 16:39:24,08.01.2026. 15:39:24,"1,61&nbsp;%","5.128.721,00",-,"0,35","1,00000000","64.621.884,60",2026-01-09
hr,0,HRATGRRA0003,ATLANTIC GRUPA d.d.,ATGR,-,,0001-01-01T00:00:00,01.01.0001.,-&nbsp;%,"47,60",2026-01-09T13:17:08+01:00,13:17:08,09.01.2026. 12:17:08,"7,13&nbsp;%","13.337.200,00","+0,85&nbsp;%","0,45","1,00000000","285.682.824,00",2026-01-09
